hfdafbcdefgggaaaaaadu bh
hjdafbcdcffggqqqgdkxp bj
hkfagbcbdegggaabaabpd be
hkfajbcbdffggaabadkxt bg
hkkadabcdfgggfaqqnggl bk
hkfadbcbdffgghhghkmad b
hgjadbacefggghkhfbxfe bj
hbpaccefdgeggknxnqfld bl
hkfadbcbdfgggaabakgaf bf
hkfagbcbdegggaabaadnp bc
hofacbcbegfggaabnratn bj
hgkadabcegfggfaqgxkgi bl
hgjadabcefgggbqqbxfig bm
hfdadbcdeegggaaaanbpd bc
hgkadabcefgggfhqbfxbd bn
hjdadbcdcfgggaaaknggl bj
hkfagbcbdegfgaabahglt be
hkkajabcdffggfaqqbmxu bk
hkfagbcbdefggaabahpou bc
hgkadabcegfggfaqgjqtg bl
hjdadbcdcffggqqqgmkae bc
hkjafbacdfgggafahgjcq be
hgjadabcefgggbqqbgqbx bm
hkjadbacdffggafahodhl bf
hkkagabcdegggfaqqqiom be
hkjagbacdegggafahhekl bc
hjdadbcdcffggaaakniae bh
hkkafabcdfgggfhqqgffd bl
hfdadbcdeegggaaaandnp be
hkkadabcdfgggfaqqnoba bd
hkkagabcdegggfhqqqdnp bc
hgkadabcefgggfhqbqcub bn
hkfagbcbdegggaabqhekl bc
hkkafabcdffggfaqqbiqi bh
hkjagabcdefggbahqqpou bc
hkkadabcdfgggfhqqongh bd
hkjadabcdffggbahqniae be
hkjagbacdegfgafahhfdu be
hkjadabcdffggfqahodhl bh
hkkagabcdegfgfaqqqglt bc
hkkafabcdfgggfhqqgjcq bi
hkfagbcbdegggaabqhfle bc
hkjadabcdffggfhhqniae bf
hjdagbcdcegggaaakqiom bc
hkjadabcdffggbqqakmad bh
hkjagabcdegfgbqqaabet be
hkkagabcdegfgfhqqqbet bc
hjdagbcdcegfgaaakqglt bc
hkkagabcdegfgfaqqafdu be
hkjagabcdegfgbahqqglt be
hkkagabcdegfgfhqaabet bc
hkkadabcdffggnaqhkmad bf
hkkadabcdfgggfhqakgaf bi
hkjagabcdegfgbahqafdu bc
hkkagabcdegggfaqqaekl bc
hkjagabcdegfgbqqahglt be
hkkagabcdegggfhqqhekl bc
hkjagabcdefggbqqaamnt bc
hkjagabcdegggbahqaekl bc
hkkagabcdegfgfhqqhfdu be
hkkagabcdegggfhqaadnp bc
hkjagabcdefggbqqahpou bc
hkkagabcdegfgfhqahglt bc
hkkagabcdefggfhqahpou be
hfdafbcdefgggaaaaafdv b
hfdafbcdefgggaaaaaqhx bcg
hfdafbcdefgggaaaaarec b
hflacbefdgffgofofqfxk b
hfdadbcdefgggaaaajjbs bc
hbhakdcdedfggafhaqaab b
hofabbcbgfgfgaabkkkax b
hbpaccefdgffgkhxnqmjg b
hgjadabcegfggfhhgxjbm bo
hbhafbcedfgggukxnqvrl b
hgjadbacefggghkhfbxji b
hgjadbacefggghkhfjxaf b
hgjadbacefggghkhfcxlo bk
hgfadbcbefgggaabbqfpg bc
hkoaeacdfegggnkakkfsq bc
hgfadbcbefgggaabbqcrm be
hokacabcegfggfaqoxkdj be
hgfadbcbefgggaabbqrba bc
hlkacabdffgggfanxkaxn bo
hfnacbedfgfgghhkknjso b
hkoaeacdfegggfkahkqkx b
hofacbcbegfggaabnrace b
hofacbcbegfggaabnfamk bce
hlkababdeffggfhoddrct b
hlkacabdffgggfhoxfqao bci
hofacbcbegfggaabncanq b
hhjabbadefggghkfhfacl b
hhjabbadefggghkfhfuvt b
hhjabbadefggghkfhfoxh bo
hgjadabcefgggbqqbxfre bc
hnkababdegfggfhgqagiv be
hgjadabcefgggbqqbxclb bo
hgkadabcefgggfhqbfxrm b
hlkababdegfggfhohoave b
hlkababdegfggfhohfoqa bci
hgjadabcegfggfhhgkqmb bcc
hpjaabagfegfgafbbaodi b
hgjadabcegfggfhhgjqrp b
hgjadabcegfggfhhgrqgh b
hokacabcegfggfaqokhpf bg
hokacabcegfggfaqorhjl be
hokacabcegfggfaqojhoq bc
hgkadabcegfggfaqgjqrp b
hgkadabcegfggfaqgkqmb bce
hpfaabceffgggaabcuvms b
hgkadabcegfggfaqgrqgh b
hgjadabcefgggbqqbcqer bc
hgjadabcefgggbqqbfqbl bk
hgjadabcefgggbqqbrqag be
hfdadbcdegfggaaaaknbk bc
hbpaccfedgffgknxnqokg b
hokacabcegfggfhqnfamk bg
hokacabcegfggfhqnrace b
hokacabcegfggfhqncanq b
hgjadbacefgggafadhxfe bc
hgkadabcefgggfhqbqcrm b
hgkadabcefgggfhqbqfpg bk
hgkadabcefgggfhqbqrba b
hpjaabafeggfgafqnnllf b
hbpaeecfdffgganxankxf b
hojababcfgfggbqqbxggx bc
hflacbefdgffgofofqfxb b
hlkababdefgggfhohttla bc
hofabbcbegfggaabiqalf b
hdhaidcedefggkqxsinaf b
hbhakdcdedfggafhaqaan b
hfjafbadefgggafbbgbbq b
hnkababdefgggfhgquuap b
hnjacbadefgggafbqtteh b
hdkafabdefgggfannnnka b
hhjacbadfggfghkfrgbdf bc
hnkababdfgfggnabxeihl b
hbpabdcfdgfggfoxfevhl b
hpkaaabgefgfgfhhvvrdi bc
hhjaebadfeggghkfbhklp b
hbhakdcdedfggafhhqhhg b
hgjadbacefgggafawhxqa b
hpkaaabgeffggfhqvvmmj b
hlkababdegfggfhojqqct b
hnjaebadefgggafbqkobo b
hgkadabcegfggfaqvxqah b
hfdadbcdegfggaaaaccxa bc
hfdafbcdefgggaaaacccv bc
hkoabacdegfggfkakbulx bc
hbpabdcfdggfgfoxfuefh bd
hdkafabdefgggfhoooofh bc
hgjadabcegfggfhhlxqgi b
hdkafabdefgggfannnnnx b
hnjaebadefgggafbqggkb b
hofabbcbegfggaabgqaqa bc
hgkadabcefgggfhqsqxha bc
hlkacabdfgfggfhorgubo b
hhjabbadegfgghkfhiiad b
hlkacabdffgggfhoxepad bg
hokacabcegfggfaqvxhaq b
hhjaebadfeggghkfohfhi b
hfkafabdefgggfhgggggx b
hgfadbcbefgggaabbaalm be
